Residual	Species	MR1	MR2	MR3	MR4	MR5
-0.346352875120476	(2E,6Z)-farnesyl diphosphate synthase (EC 2.5.1.68)	-0.251117138608079	0.296016287882242	0.49140683290718	-0.0546187969109814	-0.342374517776128
-0.340029989169526	(R)-citramalate synthase (EC 2.3.1.182)	-0.658795114113595	-0.00597579432031531	-0.255581867195088	0.391828405235372	-0.101140527496028
0.186808397179575	(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	-0.757709102845864	0.0319708727654063	-0.150254409668384	-0.190806110147072	0.0188091611535621
-0.158769123684063	[NiFe] hydrogenase metallocenter assembly protein HybG	0.21778527242107	-0.324406490725527	0.0249734153459719	0.184181531964533	-0.0589024360855923
0.236302699552517	[NiFe] hydrogenase metallocenter assembly protein HypC	-0.664268750318999	-0.021569978111261	0.054706363773722	-0.256639585227316	-0.131649205935212
0.137241847686618	[NiFe] hydrogenase metallocenter assembly protein HypD	-0.111716815745035	0.114356511289259	-0.248695013593519	0.111565504176262	0.198193880115833
0.260605781846575	[NiFe] hydrogenase metallocenter assembly protein HypE	-0.445496411973809	0.0231750256770713	0.0404022715415807	0.205439413096003	0.262066004182528
0.353618850011112	[NiFe] hydrogenase metallocenter assembly protein HypF	-0.284003420589422	0.268690401762774	-0.0350002303858902	-0.124197194955695	0.161916945223695
-0.200481603867714	[NiFe] hydrogenase nickel incorporation protein HybF	0.204318106925819	-0.424688290484998	-0.0488722753229673	0.199325765307262	0.114569116864063
0.248786728645443	[NiFe] hydrogenase nickel incorporation protein HypA	-0.63949720076819	-0.0193058034247402	-0.0104284959521079	-0.100966440065672	-0.177953270693131
0.295139832773242	[NiFe] hydrogenase nickel incorporation-associated protein HypB	-0.222254543030667	0.0889955558193712	-0.0526992252250436	0.15017298630852	-0.0196089035756332
-0.478676053577863	[Protein-PII] uridylyltransferase (EC 2.7.7.59)	0.438924807863462	-0.0828546456955664	-0.0164093531889727	0.157183960560881	-0.213950456116453
-0.0130228389546177	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	0.454547765568886	0.792732269777298	0.0113034020196183	-0.198291612612736	-0.209844897391551
0.207863603023747	1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)	-0.0890348952634774	0.810879758758627	-0.107293177356067	-0.206195313729789	-0.124453221519235
0.10588895067603	1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)	-0.141937771151925	0.925103994093996	-0.187504102786835	-0.111978718976117	0.0944812013651106
-0.113215885737953	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	-0.302542687331594	0.852631393351595	-0.191915729288408	-0.0835241651926152	-0.14153252485376
0.250087506841706	1-phosphofructokinase (EC 2.7.1.56)	-0.482272591365165	0.357487300676517	0.392726513933568	-0.0603827675394975	0.533302892790186
0.43398498061504	1,3-propanediol dehydrogenase (EC 1.1.1.202)	-0.540212143529897	-0.0955991703857645	0.271212219507665	-0.369777843140624	-0.0596033659143948
-0.0238169570829402	1,4-alpha-glucan (glycogen) branching enzyme, GH-13-type (EC 2.4.1.18)	0.141678273891035	0.860139840128051	0.0941243990626752	0.191196577649873	-0.116780650908565
0.534760106829814	16S rRNA processing protein RimM	0.268738608580596	0.309704666154417	0.344291481510201	0.40230108802666	-0.00323235070926892
0.00549886149396816	2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29)	0.0130701511796719	-0.0599470787335339	-0.716253575085144	0.471729694019023	0.0383343350835906
-0.0627941054546095	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)	0.362426889481159	0.703361336793802	0.00825307849996367	0.0739674166531838	-0.197468475853559
-0.0419258430248315	2-aminoethylphosphonate:pyruvate aminotransferase (EC 2.6.1.37)	-0.804008327983295	-0.0700974903105354	-0.313208654441697	0.247221146729299	0.0682730263078535
