NCBItaxID	Species
2030797	Glaesserella sp. 15-184
730	[Haemophilus] ducreyi
197575	Haemophilus aegyptius
733	Haemophilus haemoglobinophilus
726	Haemophilus haemolyticus
727	Haemophilus influenzae
1461579	Haemophilus massiliensis
734	Haemophilus paracuniculus
735	Haemophilus parahaemolyticus
729	Haemophilus parainfluenzae
736	Haemophilus paraphrohaemolyticus
249188	Haemophilus pittmaniae
1859695	Haemophilus sp. CCUG 60358
1715211	Haemophilus sp. HMSC061E01
1739317	Haemophilus sp. HMSC066A11
1739254	Haemophilus sp. HMSC066D02
1739280	Haemophilus sp. HMSC066D03
1739522	Haemophilus sp. HMSC068C11
1739452	Haemophilus sp. HMSC073C03
1608882	Haemophilus sp. HMSC61B11
1608898	Haemophilus sp. HMSC71H05
712310	Haemophilus sp. oral taxon 036
762964	Haemophilus sp. oral taxon 851
731	Histophilus somni
85402	Mannheimia granulomatis
75985	Mannheimia haemolytica
85404	Mannheimia varigena
1432056	Mannheimia sp. USDA-ARS-USMARC-1261
1400001	Necropsobacter massiliensis
747	Pasteurella multocida
758	Rodentibacter pneumotropicus
1679001	Pasteurellaceae bacterium NI1060
106648	Acinetobacter bereziniae
1435036	Acinetobacter bohemicus
470	Acinetobacter baumannii
106654	Acinetobacter nosocomialis
48296	Acinetobacter pittii
40214	Acinetobacter johnsonii
40215	Acinetobacter junii
487316	Acinetobacter soli
108980	Acinetobacter ursingii
52133	Acinetobacter venetianus
476	Moraxella bovis
386891	Moraxella bovoculi
90239	Moraxella canis
90240	Moraxella caprae
480	Moraxella catarrhalis
34060	Moraxella caviae
34061	Moraxella cuniculi
477	Moraxella lacunata
478	Moraxella nonliquefaciens
34062	Moraxella osloensis
261164	Psychrobacter alimentarius
334543	Psychrobacter arcticus
330922	Psychrobacter cryohalolentis
198480	Psychrobacter fozii
56810	Psychrobacter glacincola
498	Psychrobacter immobilis
147825	Psychrobacter proteolyticus
1002339	Psychrobacter sp. 1501(2011)
1028416	Psychrobacter sp. DAB_AL43B
571800	Psychrobacter sp. G
1699621	Psychrobacter sp. P11F6
1699623	Psychrobacter sp. P11G3
1699624	Psychrobacter sp. P11G5
1699622	Psychrobacter sp. P2G3
1849383	Psychrobacter sp. SHUES1
170623	Azotobacter beijerinckii
287	Pseudomonas aeruginosa
300	Pseudomonas mendocina
46680	Pseudomonas nitroreducens
301	Pseudomonas oleovorans
101564	Pseudomonas alcaliphila
219572	Pseudomonas antarctica
915099	Pseudomonas canadensis
296	Pseudomonas fragi
86185	Pseudomonas lundensis
359110	Pseudomonas extremaustralis
47878	Pseudomonas azotoformans
651740	Pseudomonas cedrina
294	Pseudomonas fluorescens
75588	Pseudomonas libanensis
298	Pseudomonas marginalis
76758	Pseudomonas orientalis
200451	Pseudomonas poae
47883	Pseudomonas synxantha
29442	Pseudomonas tolaasii
200450	Pseudomonas trivialis
76761	Pseudomonas veronii
117681	Pseudomonas gingeri
1288410	Pseudomonas guariconensis
404407	Pseudomonas indoloxydans
65741	Pseudomonas knackmussii
198620	Pseudomonas koreensis
191390	Pseudomonas palleroniana
1905276	Pseudomonas pharmacofabricae
1148509	Pseudomonas prosekii
122355	Pseudomonas psychrophila
303	Pseudomonas putida
191391	Pseudomonas salomonii
316	Pseudomonas stutzeri
50340	Pseudomonas fuscovaginae
317	Pseudomonas syringae
47877	Pseudomonas amygdali
251701	Pseudomonas syringae group genomosp. 3
554344	Pseudomonas toyotomiensis
1788301	Pseudomonas versuta
515393	Pseudomonas yamanorum
1844095	Pseudomonas sp. 24 E 13
1844102	Pseudomonas sp. 34 E 7
1844108	Pseudomonas sp. 58 R 3
911240	Pseudomonas sp. CF150
2018067	Pseudomonas sp. FDAARGOS_380
1144326	Pseudomonas sp. GM24
1718920	Pseudomonas sp. ICMP 8385
1259803	Pseudomonas sp. LAIL14HWK12:I12
2083054	Pseudomonas sp. LG1D9
2067572	Pseudomonas sp. NC02
1566193	Pseudomonas sp. NFACC42-2
2025658	Pseudomonas sp. NS1(2017)
253237	Pseudomonas sp. phDV1
1390498	Pseudomonas sp. R9.37
1736604	Pseudomonas sp. Root9
2054919	Pseudomonas sp. S09G 359
1415630	Pseudomonas sp. TKP
1207075	Pseudomonas sp. UW4
1902406	Francisellaceae bacterium
1238	Piscirickettsia salmonis
668	Aliivibrio fischeri
38293	Photobacterium damselae
1295392	Photobacterium gaetbulicola
1616781	Vibrio sp. S234-5
153622	Vibrio agarivorans
47951	Vibrio cyclitrophicus
212667	Vibrio fortis
680	Vibrio campbellii
696485	Vibrio owensii
670	Vibrio parahaemolyticus
190895	Vibrio rotiferianus
1481663	Vibrio metoecus
672	Vibrio vulnificus
231455	Dyella japonica
1379159	Dyella jiangningensis
540746	Rudaea cellulosilytica
69	Lysobacter enzymogenes
1736574	Pseudoxanthomonas sp. Root630
1736576	Pseudoxanthomonas sp. Root65
128780	Stenotrophomonas acidaminiphila
40324	Stenotrophomonas maltophilia
216778	Stenotrophomonas rhizophila
1378090	Stenotrophomonas sp. CC120223-11
1581081	Stenotrophomonas sp. HMSC10F06
1581082	Stenotrophomonas sp. HMSC10F07
1736233	Stenotrophomonas sp. Leaf70
1904944	Stenotrophomonas sp. LM091
2040586	Stenotrophomonas sp. Pemsol
391601	Stenotrophomonas sp. SKA14
2066958	Stenotrophomonas sp. VV52
339	Xanthomonas campestris
56454	Xanthomonas hortorum
343	Xanthomonas translucens
56459	Xanthomonas vasicola
297	Hydrogenophilus thermoluteolus
876478	Tepidiphilus thermophilus
83555	Chlamydia abortus
83554	Chlamydia psittaci
2094242	Victivallales bacterium CCUG 44730
172901	Victivallis vadensis
1387353	Paludisphaera borealis
1636152	Planctomyces sp. SH-PL62
1184151	Opitutaceae bacterium TSB47
239935	Akkermansia muciniphila
1882831	Verrucomicrobium sp. GAS474
84379	Brachyspira alvinipulli
1287055	Brachyspira hampsonii
159	Brachyspira hyodysenteriae
84377	Brachyspira intermedia
84378	Brachyspira murdochii
52584	Brachyspira pilosicoli
28452	Leptospira alstonii
173	Leptospira interrogans
225004	Treponema berlinense
163	Treponema bryantii
158	Treponema denticola
53418	Treponema lecithinolyticum
51160	Treponema maltophilum
58231	Treponema medium
409322	Treponema pedis
162	Treponema phagedenis
261392	Treponema porcinum
221027	Treponema putidum
53419	Treponema socranskii
167	Treponema succinifaciens
69710	Treponema vincentii
1410609	Treponema sp. C6A8
1539298	Treponema sp. OMZ 838
81468	Aminobacterium colombiense
81412	Aminomonas paucivorans
1197717	Cloacibacillus porcorum
428712	Jonquetella anthropi
81462	Thermanaerovibrio acidaminovorans
712888	Actinobaculum sp. oral taxon 183
1852361	Actinomyces bouchesdurhonensis
1926276	Actinomyces culturomici
272548	Actinomyces dentalis
52767	Actinomyces denticolens
1960083	Actinomyces gaoshouyii
52769	Actinomyces gerencseriae
1892869	Actinomyces glycerinitolerans
55565	Actinomyces graevenitzii
1659	Actinomyces israelii
544581	Actinomyces johnsonii
461393	Actinomyces massiliensis
1655	Actinomyces naeslundii
544580	Actinomyces oris
111015	Actinomyces radicidentis
332524	Actinomyces ruminicola
52774	Actinomyces slackii
1288391	Actinomyces timonensis
103621	Actinomyces urogenitalis
1656	Actinomyces viscosus
1739406	Actinomyces sp. HMSC035G02
1739450	Actinomyces sp. HMSC062G12
1739387	Actinomyces sp. HMSC075C01
1581133	Actinomyces sp. HMSC08A09
1203556	Actinomyces sp. HPA0247
712117	Actinomyces sp. oral taxon 170
706438	Actinomyces sp. oral taxon 171
712118	Actinomyces sp. oral taxon 172
710238	Actinomyces sp. oral taxon 178
651609	Actinomyces sp. oral taxon 180
712121	Actinomyces sp. oral taxon 181
712122	Actinomyces sp. oral taxon 414
712124	Actinomyces sp. oral taxon 448
649739	Actinomyces sp. oral taxon 848
653385	Actinomyces sp. oral taxon 849
1227263	Actinomyces sp. oral taxon 877
2081702	Actinomyces sp. oral taxon 897
1870995	Actinotignum timonense
181487	Schaalia cardiffensis
52768	Schaalia georgiae
52773	Schaalia meyeri
1660	Schaalia odontolytica
131111	Schaalia turicensis
1661	Trueperella pyogenes
419015	Alloscardovia omnicolens
1680	Bifidobacterium adolescentis
1683	Bifidobacterium angulatum
1681	Bifidobacterium bifidum
1689	Bifidobacterium dentium
216816	Bifidobacterium longum
28026	Bifidobacterium pseudocatenulatum
33905	Bifidobacterium thermophilum
2702	Gardnerella vaginalis
78258	Parascardovia denticolens
78259	Scardovia inopinata
230143	Scardovia wiggsiae
1884907	Candidatus Planktophila vernalis
1697	Corynebacterium ammoniagenes
42817	Corynebacterium argentoratense
169292	Corynebacterium aurimucosum
160386	Corynebacterium casei
1717	Corynebacterium diphtheriae
1121358	Corynebacterium doosanense
61592	Corynebacterium durum
1232427	Corynebacterium ihumii
38289	Corynebacterium jeikeium
161879	Corynebacterium kroppenstedtii
161889	Corynebacterium lipophiloflavum
43768	Corynebacterium matruchotii
38301	Corynebacterium minutissimum
1737425	Corynebacterium provencense
38303	Corynebacterium pseudogenitalium
598660	Corynebacterium pyruviciproducens
156976	Corynebacterium riegelii
302449	Corynebacterium tuscaniense
401472	Corynebacterium ureicelerivorans
1727	Corynebacterium variabile
38305	Corynebacterium vitaeruminis
1725	Corynebacterium xerosis
1739295	Corynebacterium sp. HMSC034A01
1581119	Corynebacterium sp. HMSC05H05
1739400	Corynebacterium sp. HMSC069E04
1739379	Corynebacterium sp. HMSC078H07
1581134	Corynebacterium sp. HMSC08A12
1528099	Lawsonella clevelandensis
499555	Dietzia timorensis
84595	Gordonia polyisoprenivorans
1778	Mycobacterium gordonae
1768	Mycobacterium kansasii
1769	Mycobacterium leprae
1781	Mycobacterium marinum
1773	Mycobacterium tuberculosis
1561223	Mycobacterium sp. QIA-37
1520670	[Mycobacterium] stephanolepidis
1774	Mycobacteroides chelonae
1800	Mycolicibacterium chubuense
45979	Nocardia pseudobrasiliensis
2077092	Nocardia suismassiliense
1049584	Rhodococcus enclensis
1833	Rhodococcus erythropolis
263849	Rhodococcus phenolicus
334542	Rhodococcus qingshengii
1723645	Rhodococcus sp. 008
1502766	Rhodococcus sp. 164Chir2E
1945511	Rhodococcus sp. 66b
1807790	Rhodococcus sp. BH4
1727214	Rhodococcus sp. H-CA8f
1752066	Rhodococcus sp. KB6
1803579	Rhodococcus sp. YH3-3
1045808	Rhodococcus sp. YL-1
80871	Cryptosporangium arvum
1470358	Candidatus Blastococcus massiliensis
131568	Kineococcus radiotolerans
273384	Brevibacterium aurantiacum
1711	Cellulomonas flavigena
47845	Brachybacterium alimentarium
219301	Brachybacterium muris
396014	Brachybacterium phenoliresistens
2050896	Brachybacterium timonense
1581127	Brachybacterium sp. HMSC06H03
1276	Kytococcus sedentarius
857417	Janibacter indicus
2058291	Janibacter massiliensis
262209	Janibacter melonis
1904966	Ornithinimicrobium sp. CNJ-824
99480	Tetrasphaera australiensis
28447	Clavibacter michiganensis
444608	Gryllotalpicola ginsengisoli
272240	Gulosibacter faecalis
144185	Leifsonia aquatica
1575	Leifsonia xyli
1292023	Leucobacter sp. UCD-THU
33883	Microbacterium arborescens
104336	Microbacterium foliorum
451764	Microbacterium luticocti
2033	Microbacterium testaceum
2002831	Microbacterium sp. AISO3
421122	Microbacterium sp. H6
1736348	Microbacterium sp. Leaf351
712383	Microbacterium sp. oral taxon 186
386302	Salinibacterium xinjiangense
1736395	Arthrobacter sp. Soil736
1652545	Arthrobacter sp. YC-RL1
71999	Kocuria palustris
72000	Kocuria rhizophila
1702043	Kocuria sp. BT304
1739337	Kocuria sp. HMSC066H03
1292021	Kocuria sp. UCD-OTCP
1270	Micrococcus luteus
29320	Paenarthrobacter nicotinovorans
172042	Rothia aeria
2047	Rothia dentocariosa
37923	Rothia kristinae
43675	Rothia mucilaginosa
1739462	Rothia sp. HMSC036D11
1715088	Rothia sp. HMSC058E10
1739547	Rothia sp. HMSC061C12
1715161	Rothia sp. HMSC061D12
1739431	Rothia sp. HMSC061E04
1715153	Rothia sp. HMSC062F03
1739269	Rothia sp. HMSC062H08
1715104	Rothia sp. HMSC064D08
1715191	Rothia sp. HMSC064F07
1739349	Rothia sp. HMSC065B04
1715084	Rothia sp. HMSC065C03
1739340	Rothia sp. HMSC065C12
1739518	Rothia sp. HMSC065D02
1739308	Rothia sp. HMSC065G12
1739398	Rothia sp. HMSC066G02
1739475	Rothia sp. HMSC066G07
1739260	Rothia sp. HMSC067H10
1739423	Rothia sp. HMSC068E02
1739378	Rothia sp. HMSC068F09
1739485	Rothia sp. HMSC069C01
1739283	Rothia sp. HMSC069C03
1739383	Rothia sp. HMSC069C04
1739346	Rothia sp. HMSC069C10
1715189	Rothia sp. HMSC069D01
1715007	Rothia sp. HMSC071B01
1739446	Rothia sp. HMSC071C12
1715034	Rothia sp. HMSC071F11
1715109	Rothia sp. HMSC072B03
1739432	Rothia sp. HMSC072B04
1739448	Rothia sp. HMSC072E10
1739388	Rothia sp. HMSC073B08
1739253	Rothia sp. HMSC075F09
1739484	Rothia sp. HMSC076D04
1715008	Rothia sp. HMSC078H08
1581132	Rothia sp. HMSC08A08
440482	Promicromonospora kroppenstedtii
186189	Xylanimonas cellulosilytica
60920	Sanguibacter keddieii
230091	Micromonospora endolithica
2071627	Plantactinospora sp. BB1
2108470	Plantactinospora sp. BC1
53461	Nakamurella multipartita
1464554	Aeromicrobium massiliense
661483	Marmoricola ginsengisoli
642780	Marmoricola scoriae
75385	Micropruina glycogenica
748909	Nocardioides alpinus
1045774	Nocardioides lianchengensis
1736331	Nocardioides sp. Leaf307
1736488	Nocardioides sp. Root190
1380392	Nocardioides sp. URHA0020
1380388	Nocardioides sp. URHA0032
348582	Propionicicella superfundia
1748	Acidipropionibacterium acidipropionici
1750	Pseudopropionibacterium propionicum
675864	Auraticoccus monumenti
1747	Cutibacterium acnes
33011	Cutibacterium granulosum
266854	Granulicoccus phenolivorans
29405	Microlunatus phosphovorus
556499	Propionibacterium acidifaciens
119981	Propionibacterium australiense
1744	Propionibacterium freudenreichii
1739399	Propionibacterium sp. HMSC067A02
1739316	Propionibacterium sp. HMSC069G10
1203573	Propionibacterium sp. KPL1844
671222	Propionibacterium sp. oral taxon 192
1332264	Tessaracoccus aquimaris
399497	Tessaracoccus flavescens
1610493	Tessaracoccus flavus
1909732	Tessaracoccus sp. T2.5-30
1410634	Propionibacteriaceae bacterium P6A17
663609	Actinomycetospora cinnamomea
218821	Amycolatopsis pretoriensis
1586287	Lentzea guizhouensis
260086	Pseudonocardia ammonioxydans
66896	Streptacidiphilus griseoplanus
42234	Streptomyces acidiscabies
1886	Streptomyces albidoflavus
42239	Streptomyces sampsonii
68570	Streptomyces albulus
1888	Streptomyces albus
114687	Streptomyces auratus
146537	Streptomyces azureus
42235	Streptomyces bottropensis
66369	Streptomyces carpinensis
1464070	Streptomyces graminilatus
417292	Streptomyces indicus
1971	Streptomyces noursei
1950	Streptomyces peucetius
1520580	Streptomyces pini
1927	Streptomyces rimosus
498367	Streptomyces specialis
565073	Streptomyces tateyamensis
85558	Streptomyces turgidiscabies
352211	Streptomyces sp. AcH 505
1305826	Streptomyces sp. Amel2xC10
1851996	Streptomyces sp. E5N91
858632	Streptomyces sp. JV178
1463878	Streptomyces sp. NRRL F-6676
1580539	Streptomyces sp. SBT349
1415558	Streptomyces sp. WM6386
1137268	Nocardiopsis sp. CNT312
1580530	Nonomuraea sp. SBT364
1393034	Atopobium deltae
1739402	Atopobium sp. HMSC064B08
712156	Atopobium sp. oral taxon 199
712158	Atopobium sp. oral taxon 810
1382	Lancefieldella parvula
1383	Lancefieldella rimae
1852385	Olsenella phocaeensis
1852386	Olsenella provencensis
1805478	Olsenella timonensis
133926	Olsenella uli
604330	Olsenella umbonata
1871033	Olsenella urininfantis
1476999	Olsenella sp. DNF00959
1739330	Olsenella sp. HMSC062G07
1797112	Olsenella sp. kh2p3
712411	Olsenella sp. oral taxon 807
661086	Olsenella sp. oral taxon 809
1622075	Olsenella sp. SIT9
1871022	Parolsenella massiliensis
74426	Collinsella aerofaciens
1907654	Collinsella bouchesdurhonensis
147207	Collinsella intestinalis
147206	Collinsella stercoris
626935	Collinsella tanakaei
1870987	Collinsella vaginalis
742722	Collinsella sp. 4_8_47FAA
1472761	Enorma massiliensis
1871019	Enorma phocaeensis
1473216	Senegalimassilia anaerobia
1531429	Coriobacteriaceae bacterium 68-1-3
1870985	Arabia massiliensis
84163	Cryptobacterium curtum
79604	Denitrobacterium detoxificans
84112	Eggerthella lenta
502558	Eggerthella sp. YY7918
580026	Adlercreutzia mucosicola
1841863	Gordonibacter massiliensis
471189	Gordonibacter pamelaeae
1335613	Gordonibacter urolithinfaciens
230658	Paraeggerthella hongkongensis
1944646	Phoenicibacter congonensis
1852371	Raoultibacter massiliensis
84109	Slackia exigua
84110	Slackia heliotrinireducens
572010	Slackia isoflavoniconvertens
1720315	Eggerthellaceae bacterium AT8
191495	Conexibacter woesei
454171	Chthonomonas calidirosea
1889813	Anaerolineaceae bacterium oral taxon 439
230752	Cuspidothrix issatschenkoi
1164	Trichormus azollae
1173021	cyanobacterium PCC 7702
1126	Microcystis aeruginosa
147322	Limnospira indica
1678309	Planktothrix tepida
317577	Deinococcus ficus
2080419	Deinococcus sp. NW-56
277	Meiothermus ruber
37636	Thermus scotoductus
1428	Bacillus thuringiensis
1973494	Bacillus sp. S1-R1J2-FB
79882	Bacillus halmapalus
1648923	Bacillus paralicheniformis
1422	Geobacillus stearothermophilus
33935	Lysinibacillus macroides
1712028	Psychrobacillus sp. FJAT-21963
84136	Gemella bergeri
150240	Gemella cuniculi
1379	Gemella haemolysans
29391	Gemella morbillorum
84135	Gemella sanguinis
2756	Brochothrix thermosphacta
414771	Paenibacillus donghaensis
44251	Paenibacillus durus
49283	Paenibacillus thiaminolyticus
1502753	Paenibacillus sp. UNC496MF
459472	Planomicrobium glaciei
69966	Macrococcus caseolyticus
29378	Staphylococcus arlettae
1280	Staphylococcus aureus
29379	Staphylococcus auricularis
29388	Staphylococcus capitis
1282	Staphylococcus epidermidis
246432	Staphylococcus equorum
1283	Staphylococcus haemolyticus
1290	Staphylococcus hominis
214473	Staphylococcus nepalensis
170573	Staphylococcus pettenkoferi
29385	Staphylococcus saprophyticus
1292	Staphylococcus warneri
46125	Abiotrophia defectiva
1581061	Abiotrophia sp. HMSC24B09
87541	Aerococcus christensenii
1581058	Aerococcus sp. HMSC23C02
180295	Atopostipes suicloacalis
2748	Carnobacterium divergens
2751	Carnobacterium maltaromaticum
29394	Dolosigranulum pigrum
46124	Granulicatella adiacens
137733	Granulicatella balaenopterae
137732	Granulicatella elegans
1725361	Granulicatella sp. 572.rep1_STHE
1581071	Granulicatella sp. HMSC30F09
1581074	Granulicatella sp. HMSC31F03
44008	Enterococcus cecorum
1351	Enterococcus faecalis
1352	Enterococcus faecium
1354	Enterococcus hirae
246144	Enterococcus italicus
112904	Enterococcus villorum
51669	Tetragenococcus halophilus
64642	Tetragenococcus muriaticus
53444	Lactobacillus lindneri
231049	Lactobacillus rossiae
381742	Lacticaseibacillus camelliae
1590	Lactiplantibacillus plantarum
1584	Lactobacillus delbrueckii
1596	Lactobacillus gasseri
1587	Lactobacillus helveticus
147802	Lactobacillus iners
267818	Lactobacillus kefiranofaciens
28038	Lactobacillus curvatus
1599	Lactobacillus sakei
152331	Lactobacillus parabuchneri
1580	Levilactobacillus brevis
396716	Lactobacillus hayakitensis
1623	Ligilactobacillus ruminis
1624	Ligilactobacillus salivarius
104955	Lactobacillus frumenti
227942	Lactobacillus gastricus
97478	Lactobacillus mucosae
1633	Lactobacillus vaginalis
1613	Limosilactobacillus fermentum
1254	Pediococcus acidilactici
322505	Sharpea azabuensis
1252	Leuconostoc carnosum
33964	Leuconostoc citreum
255248	Leuconostoc garlicum
1244	Leuconostoc gelidum
136609	Leuconostoc kimchii
1246	Leuconostoc lactis
1245	Leuconostoc mesenteroides
33968	Leuconostoc pseudomesenteroides
1511761	Leuconostoc suionicum
979982	Leuconostoc sp. C2
137591	Weissella cibaria
1583	Weissella confusa
46256	Weissella hellenica
165096	Weissella koreensis
1249	Weissella paramesenteroides
1629	Weissella viridescens
451457	Lactococcus chungangensis
1363	Lactococcus garvieae
1358	Lactococcus lactis
1364	Lactococcus piscium
1366	Lactococcus raffinolactis
1776443	Lactococcus sp. DD01
1311	Streptococcus agalactiae
1328	Streptococcus anginosus
76860	Streptococcus constellatus
1338	Streptococcus intermedius
113107	Streptococcus australis
439220	Streptococcus caballi
45634	Streptococcus cristatus
231233	Streptococcus devriesei
1334	Streptococcus dysgalactiae
1336	Streptococcus equi
1335	Streptococcus equinus
315405	Streptococcus gallolyticus
1302	Streptococcus gordonii
1433513	Streptococcus gwangjuense
68892	Streptococcus infantis
59310	Streptococcus macedonicus
1825069	Streptococcus marmotae
313439	Streptococcus massiliensis
400065	Streptococcus merionis
28037	Streptococcus mitis
1309	Streptococcus mutans
1303	Streptococcus oralis
114652	Streptococcus orisratti
1318	Streptococcus parasanguinis
1348	Streptococcus parauberis
197614	Streptococcus pasteurianus
68891	Streptococcus peroris
82348	Streptococcus pluranimalium
1313	Streptococcus pneumoniae
257758	Streptococcus pseudopneumoniae
1314	Streptococcus pyogenes
1304	Streptococcus salivarius
1305	Streptococcus sanguinis
1310	Streptococcus sobrinus
1307	Streptococcus suis
1308	Streptococcus thermophilus
1349	Streptococcus uberis
1343	Streptococcus vestibularis
1579348	Streptococcus sp. 1171_SSPC
1579343	Streptococcus sp. 263_SSPC
469609	Streptococcus sp. 2_1_36FAA
1579341	Streptococcus sp. 400_SSPC
1579339	Streptococcus sp. 449_SSPC
1759399	Streptococcus sp. A12
435842	Streptococcus sp. C150
563036	Streptococcus sp. C300
1860161	Streptococcus sp. CCUG 49591
1776578	Streptococcus sp. DD04
1777878	Streptococcus sp. DD10
1777881	Streptococcus sp. DD13
999424	Streptococcus sp. F0441
999425	Streptococcus sp. F0442
1839799	Streptococcus sp. FDAARGOS_192
1715022	Streptococcus sp. HMSC034B05
1739309	Streptococcus sp. HMSC034E03
1715053	Streptococcus sp. HMSC034E12
1739299	Streptococcus sp. HMSC056C01
1715165	Streptococcus sp. HMSC057G03
1739263	Streptococcus sp. HMSC061D01
1715207	Streptococcus sp. HMSC061D10
1739421	Streptococcus sp. HMSC061E03
1739284	Streptococcus sp. HMSC062B01
1739461	Streptococcus sp. HMSC062D07
1739389	Streptococcus sp. HMSC062H02
1715107	Streptococcus sp. HMSC063B03
1715176	Streptococcus sp. HMSC064D12
1739371	Streptococcus sp. HMSC064H09
1739422	Streptococcus sp. HMSC065C01
1739505	Streptococcus sp. HMSC065E03
1715116	Streptococcus sp. HMSC065H07
1739488	Streptococcus sp. HMSC066E07
1715134	Streptococcus sp. HMSC066F01
1739467	Streptococcus sp. HMSC067A03
1739491	Streptococcus sp. HMSC067H01
1715051	Streptococcus sp. HMSC068F04
1715092	Streptococcus sp. HMSC070B10
1739341	Streptococcus sp. HMSC071D03
1739397	Streptococcus sp. HMSC072C09
1739381	Streptococcus sp. HMSC072D03
1739549	Streptococcus sp. HMSC072D05
1739495	Streptococcus sp. HMSC072D07
1739408	Streptococcus sp. HMSC072G04
1739336	Streptococcus sp. HMSC073D05
1739268	Streptococcus sp. HMSC073F11
1715098	Streptococcus sp. HMSC074B11
1715164	Streptococcus sp. HMSC074F05
1739270	Streptococcus sp. HMSC076C08
1715183	Streptococcus sp. HMSC076C09
1715180	Streptococcus sp. HMSC077D04
1739357	Streptococcus sp. HMSC077F03
1739430	Streptococcus sp. HMSC078D09
1715086	Streptococcus sp. HMSC078H03
1739483	Streptococcus sp. HMSC078H12
1581076	Streptococcus sp. HMSC10A01
1581080	Streptococcus sp. HMSC10E12
1608856	Streptococcus sp. HMSC34B10
1203590	Streptococcus sp. HPH0090
1156431	Streptococcus sp. I-G2
1156433	Streptococcus sp. I-P16
563037	Streptococcus sp. M143
563038	Streptococcus sp. M334
1855327	Streptococcus sp. NLAE-zl-C503
1902136	Streptococcus sp. NPS 308
712622	Streptococcus sp. oral taxon 058
712624	Streptococcus sp. oral taxon 064
712630	Streptococcus sp. oral taxon 071
712633	Streptococcus sp. oral taxon 431
1805714	Christensenella massiliensis
626937	Christensenella minuta
1851429	Christensenella sp. AF73-05CM02
2086585	Christensenella sp. Marseille-P3954
501571	Butyricicoccus pullicaecorum
1031288	Caloramator sp. ALD01
1488	Clostridium acetobutylicum
1499689	Clostridium amazonitimonense
1561	Clostridium baratii
1520	Clostridium beijerinckii
1491	Clostridium botulinum
1492	Clostridium butyricum
1529	Clostridium cadaveris
36834	Clostridium celatum
225345	Clostridium chromiireducens
1494	Clostridium cochlearium
84024	Clostridium disporicum
349933	Clostridium hydrogeniformans
759821	Clostridium indicum
137838	Clostridium neonatale
29363	Clostridium paraputrificum
1501	Clostridium pasteurianum
1502	Clostridium perfringens
1650661	Clostridium phoceensis
36745	Clostridium saccharoperbutylacetonicum
1465809	Clostridium senegalense
1519	Clostridium tyrobutyricum
1267	Clostridium ventriculi
457397	Clostridium sp. 1_1_41A1FAA
1720194	Clostridium sp. AT4
1507	Clostridium sp. ATCC 29733
649724	Clostridium sp. ATCC BAA-442
1761781	Clostridium sp. DSM 8431
411489	Clostridium sp. L2-50
411486	Clostridium sp. M62/1
1805471	Clostridium sp. Marseille-P2415
1871020	Clostridium sp. Marseille-P3244
97138	Clostridium sp. MD294
1776383	Clostridium sp. SN20
1096246	Hungatella effluvii
154046	Hungatella hathewayi
341220	Lactonifactor longoviformis
36842	Maledivibacter halophilus
1798184	Sarcina sp. DSM 11001
1898204	Clostridiaceae bacterium
1408819	Youngiibacter fragilis
384638	[Bacteroides] pectinophilus
35517	[Eubacterium] brachy
56774	[Eubacterium] infirmum
76124	[Eubacterium] minutum
51123	[Eubacterium] saphenum
143393	[Eubacterium] sulci
1776384	Emergencia timonensis
114527	Mogibacterium diversum
86332	Mogibacterium pumilum
1297617	Intestinimonas butyriciproducens
1673721	Intestinimonas massiliensis
2086584	Massilistercora timonensis
1981510	Monoglobus pectinilyticus
1732	Eubacterium oxidoreducens
97253	Eubacterium plexicaudatum
155865	Eubacterium pyruvativorans
39490	Eubacterium ramulus
42322	Eubacterium ruminantium
39495	Eubacterium uniforme
39496	Eubacterium ventriosum
39497	Eubacterium xylanophilum
1235790	Eubacterium sp. 14-2
1871029	Intestinibacillus massiliensis
113287	Pseudoramibacter alactolyticus
1780380	Eubacteriaceae bacterium CHKCI004
1297424	Anaerobacterium chartisolvens
1515	Hungateiclostridium thermocellum
84032	Pseudoclostridium thermosuccinogenes
1521	Ruminiclostridium cellulolyticum
1510	Thermoclostridium stercorarium
1834198	Hungateiclostridiaceae bacterium KB18
39488	Anaerobutyricum hallii
264463	Anaerosporobacter mobilis
649756	Anaerostipes hadrus
1745713	Bariatricus massiliensis
1912897	Blautia argi
53443	Blautia hydrogenotrophica
1737424	Blautia massiliensis
40520	Blautia obeum
33035	Blautia producta
180164	Blautia schinkii
418240	Blautia wexlerae
1226324	Blautia sp. KLE 1732
1907659	Blautia sp. Marseille-P3201T
1520805	Blautia sp. SF-50
45851	Butyrivibrio crossotus
831	Butyrivibrio fibrisolvens
185008	Butyrivibrio hungatei
43305	Butyrivibrio proteoclasticus
1520811	Butyrivibrio sp. INlla21
1408305	Butyrivibrio sp. LB2008
1280678	Butyrivibrio sp. MB2005
1520812	Butyrivibrio sp. YAB3001
43997	Catonella morbi
116085	Coprococcus catus
410072	Coprococcus comes
33043	Coprococcus eutactus
39486	Dorea formicigenerans
88431	Dorea longicatena
1235798	Dorea sp. 5-2
1720294	Eisenbergiella massiliensis
1432052	Eisenbergiella tayi
333367	Enterocloster asparagiformis
208479	Enterocloster bolteae
1531	Enterocloster clostridioformis
1150298	Fusicatenibacter saccharivorans
180311	Hespellia stercorisuis
