Residual	Species	MR1	MR2	MR3	MR4	MR5
-0.209726843371366	(2E,6Z)-farnesyl diphosphate synthase (EC 2.5.1.68)	0.274651618687178	0.119026416191473	0.460156049168359	-0.0369839355043561	-0.527136394166984
0.105983585820046	(R)-citramalate synthase (EC 2.3.1.182)	0.106789711899814	0.301231065465516	-0.233828078793011	-0.480017372037707	-0.514232844173665
0.135008386245795	(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	-0.0153266263946418	0.693401621581233	-0.161065566799159	0.173912769176392	-0.0851947341381431
-0.0697065566970392	[NiFe] hydrogenase metallocenter assembly protein HybG	-0.276322020829809	-0.240712663576846	0.0460663862176173	-0.19981078301894	-0.0854119363248873
-0.0454456331895954	[NiFe] hydrogenase metallocenter assembly protein HypC	-0.0907066251979236	0.724802224685877	0.030261120697821	0.235157042328576	-0.0682697036378512
0.187724165119711	[NiFe] hydrogenase metallocenter assembly protein HypD	0.135940690705935	0.0840008587002936	-0.233690973437547	-0.0813401986425492	0.172763303799328
0.293497364362776	[NiFe] hydrogenase metallocenter assembly protein HypE	0.0073110570660169	0.43783095501848	0.078619045138983	-0.184327628589601	0.172801559954977
0.141233122880686	[NiFe] hydrogenase metallocenter assembly protein HypF	0.211312268218889	0.38830696812973	-0.0425294101314954	0.166054824655109	0.274683449708229
0.117689083044523	[NiFe] hydrogenase nickel incorporation protein HybF	-0.38113047842121	-0.318829053336712	-0.00677245217871932	-0.206160617978683	-0.081927081584462
-0.103290825503655	[NiFe] hydrogenase nickel incorporation protein HypA	-0.047386445291278	0.723111965208251	-0.0310836751609989	0.0782164780965024	-0.0407573080984133
-0.0455246431010121	[NiFe] hydrogenase nickel incorporation-associated protein HypB	0.105639649937099	0.367477060334263	-0.0521326373043791	-0.13057276963982	0.215094694680419
-0.198255654939064	[Protein-PII] uridylyltransferase (EC 2.7.7.59)	0.00285795314544715	-0.58661466786611	-0.0203020813386269	-0.206292193815465	-0.337850147762588
-0.302446912850578	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	0.792113456360202	-0.323403880753275	-0.0592397438900978	0.216448834217905	0.100681847082295
-0.155369127386391	1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)	0.790204470578721	0.207176629272504	-0.171742965306019	0.226803382863373	0.151003267055548
0.0982833386846745	1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)	0.914187176862342	0.0969238339604727	-0.229612804356009	0.136315287068581	0.111496680232583
-0.056024256899578	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	0.876926176608109	0.158577254937758	-0.246880569454305	0.0523323479998138	-0.207219976511452
0.583437569064047	1-phosphofructokinase (EC 2.7.1.56)	0.226260037200993	0.391295664166476	0.432959453209916	0.0980532579945945	0.180069942883636
-0.0410583203280678	1,3-propanediol dehydrogenase (EC 1.1.1.202)	-0.225135195712239	0.757979412913191	0.249874318976304	0.381135224034771	0.147632231654924
-0.146871233680375	1,4-alpha-glucan (glycogen) branching enzyme, GH-13-type (EC 2.4.1.18)	0.906221372050683	-0.109201102616312	0.0593883280051901	-0.192371839415325	0.0379778494774024
-0.189109600672305	16S rRNA processing protein RimM	0.326996233040852	0.168149830701472	0.353292081014216	-0.333193776999431	0.611665330196852
0.0224795391887941	2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29)	0.107161002630077	-0.0860771861261666	-0.694523868677142	-0.457934592142565	0.113918334418475
-0.26341106182394	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)	0.751986982128851	-0.284208578071585	-0.0381905193705214	-0.0705093597767861	0.047263316133999
0.240017804142141	2-aminoethylphosphonate:pyruvate aminotransferase (EC 2.6.1.37)	-0.012580453227724	0.551585493988268	-0.286201418223468	-0.292880518865402	-0.254025640767307
-0.256967245565535	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12)	0.700744988218782	-0.0412863336810879	-0.176106430453091	0.259014209581924	0.119475917776356
-0.205676259178643	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60)	0.574587097537349	0.324981176206131	0.193182461411431	-0.0523492933813669	0.527456941464471
0.0923198286149141	2-dehydro-3-deoxygalactonokinase (EC 2.7.1.58)	-0.208862716644614	0.142549049240236	-0.252356720347977	-0.417328259078627	-0.486640552254545
-0.0125026741029847	2-dehydro-3-deoxygluconate kinase (EC 2.7.1.45)	0.288965943632754	0.496116227309214	-0.233862193442839	-0.270746409384244	-0.277029629193382
0.102937242354901	2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)	-0.0661675812281707	0.100265513462347	-0.368379840772813	-0.532673374046162	-0.0581400570282751
-0.264449264839752	2-dehydropantoate 2-reductase (EC 1.1.1.169)	0.381815250219656	0.238616278080502	-0.233596975715771	0.53158754531666	-0.123921167228662
-0.0346268761923957	2-deoxy-D-gluconate 3-dehydrogenase (EC 1.1.1.125)	-0.0989412609577942	0.476929838140782	-0.101376499215644	-0.15892025776323	-0.0712618022748506
0.10893990590442	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	0.177058126521653	0.0471657073326931	0.00915901698474014	-0.318740964762989	-0.607456106839316
-0.0546998021793821	2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase (EC 3.7.1.-)	-0.18659817002518	-0.322010950445023	-0.384214821401708	0.115394136819563	0.511082411366024
-0.0115984948380782	2-iminoacetate synthase (ThiH) (EC 4.1.99.19)	0.0199080948522	0.82718967984779	-0.168298821880012	-0.329043515375237	0.158032750457913
0.22145264352851	2-isopropylmalate synthase (EC 2.3.3.13)	0.839001422023518	-0.0105269728183827	0.086341595132462	0.221910209853451	-0.0847958845674447
-0.212679540851238	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)	0.28385355330327	-0.534366896929663	0.515400019189668	-0.167177053642826	0.0531843173032542
0.437854317381233	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I beta (EC 2.5.1.54)	0.268703743273636	0.501605566599542	-0.326237911341322	-0.204762757002133	0.0884118481900512
-0.224865438620747	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	0.608318997794068	0.142610088420196	-0.26159268583248	0.141430190453372	-0.540607958946202
0.457617439412387	2-Keto-3-deoxy-D-manno-octulosonate-8-phosphate synthase (EC 2.5.1.55)	0.299405253420117	-0.381723706826611	-0.272193025563782	-0.134671047226535	0.527271552342674
0.057146097312831	2-keto-3-deoxygluconate permease (KDG permease)	-0.157246106394201	0.425811111736137	-0.314786771743845	-0.463589607553544	-0.242978675867159
0.0849880891333846	2-methylcitrate dehydratase FeS dependent (EC 4.2.1.79)	-0.208243931584334	-0.748581666314203	0.0578660040632457	0.0631987292094024	-0.0303755417125605
0.10641596369179	2-methylcitrate synthase (EC 2.3.3.5)	-0.250599714108734	-0.734132594072479	0.0408981409707828	0.0852111253059904	-0.0355551334086622
-0.191502902141891	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase (EC 1.14.13.-)	-0.0961513484486358	-0.758845964966592	-0.0718312504492396	0.0863789599447324	0.230025449457337
-0.125823576592358	2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)	0.0079584580607158	-0.685131954288563	-0.243298279067824	0.00172201667336406	0.460668553298202
-0.0722906009286011	2-oxoglutarate oxidoreductase, gamma subunit (EC 1.2.7.3)	-0.224621763888178	0.260748534475752	-0.376239884061037	-0.466934247259951	-0.234211980553563
